t,d,Az_tx,El_tx,Az_rx,El_rx,Lfs,Gt,Gr,Gtotal_actual,Pr,Margin,Margin_omni_ref,G_total_required
127,5618.62882613691,9.08333333333333,9.13067470470769,97.8922319801367,-9.11637549748889,121.332494060339,2.25078815576747,0.924771362525945,3.17555951829342,-98.1569345420453,-8.15693454204526,-11.3324940603387,14.3324940603387
128,5624.70667574642,9.66666666666667,9.06458615333569,97.9826951015701,-9.03589915629883,121.341884785374,2.23211262338862,0.924193169277308,3.15630579266593,-98.1855789927077,-8.18557899270775,-11.3418847853737,14.3418847853737
129,5630.87591489285,10.25,8.99754377323812,98.0839967797616,-8.95365650722487,121.351406342399,2.21258932696792,0.923620075513201,3.13620940248112,-98.2151969399175,-8.21519693991746,-11.3514063423986,14.3514063423986
130,5637.14958671468,10.8333333333333,8.92957263532784,98.1959854428893,-8.86967009463621,121.361078387726,2.19210142059632,0.923051196808368,3.11515261740469,-98.2459257703213,-8.24592577032125,-11.3610783877259,14.3610783877259
131,5643.54066293274,11.4166666666667,8.86069915429503,98.3184998235132,-8.78397095941314,121.37092037211,2.17075869193706,0.9224767393016,3.09323543123866,-98.2776849408711,-8.2776849408711,-11.3709203721098,14.3709203721098
132,5650.0620342012,12,8.79095107914389,98.4513689015448,-8.6965986642164,121.380951523186,2.14855768987132,0.921898244458589,3.07045593432991,-98.3104955888556,-8.31049558885563,-11.3809515231855,14.3809515231855
133,5656.72650050137,12.5833333333333,8.72035748080258,98.5944118609223,-8.60760128513917,121.391190827707,2.12538571938354,0.921316219508357,3.04670193889189,-98.3444888888151,-8.34448888881514,-11.391190827707,14.391190827707
134,5663.54676158737,13.1666666666667,8.64894873672815,98.7474380618717,-8.51703536820415,121.401657013618,2.10133993785934,0.920732841117619,3.02207277897696,-98.3795842346413,-8.3795842346413,-11.4016570136183,14.4016570136183
135,5670.53540749295,13.75,8.57675651243756,98.9102470306493,-8.42496584927398,121.412368532,2.07641072364067,0.92017144922522,2.99658217286589,-98.4157863591344,-8.41578635913437,-11.4123685320003,14.4123685320003
136,5677.7049091089,14.3333333333333,8.50381373990658,99.0826284686637,-8.33146593608116,121.423343538934,2.05058530294009,0.919616111407195,2.97020141434728,-98.4531421245869,-8.45314212458689,-11.4233435389342,14.4233435389342
137,5685.0676088403,14.9166666666667,8.43015459278966,99.2643622828531,-8.23661695125931,121.434599877324,2.02375516564162,0.919063542710396,2.94281870835201,-98.4917811689722,-8.49178116897218,-11.4345998773242,14.4345998773242
138,5692.63571135325,15.5,8.35581445842568,99.4552186391434,-8.14050813546887,121.446155058725,1.99601498806808,0.91851634337287,2.91453133144095,-98.5316237272836,-8.53162372728359,-11.4461550587245,14.4461550587245
139,5700.42127442046,16.0833333333333,8.28082990660748,99.6549580407639,-8.04323640995572,121.458026245217,1.96724477201994,0.917974981986323,2.88521975400627,-98.5728064912107,-8.57280649121068,-11.4580262452169,14.4580262452169
140,5708.43619987516,16.6666666666667,8.20523865510575,99.8633314331075,-7.94490609816259,121.470230231386,1.93755355282204,0.917455020161259,2.8550085729833,-98.6152216584025,-8.61522165840253,-11.4702302313858,14.4702302313858
141,5716.69222468289,17.25,8.12907953195245,100.08008033672,-7.84562860632766,121.482783426439,1.90692764823322,0.91695414254727,2.82388179078049,-98.6589016356586,-8.65890163565862,-11.4827834264391,14.4827834264391
142,5725.2009121405,17.8333333333333,8.05239243450231,100.304937009881,-7.74552206334747,121.495701836524,1.87536137069331,0.916463060011901,2.79182443070521,-98.7038774058189,-8.70387740581887,-11.4957018365241,14.4957018365241
143,5733.97364321177,18.4166666666667,7.97521828530642,100.537624642076,-7.64471092055447,121.509001047288,1.8428088102235,0.915984058297749,2.75879286852124,-98.7502081787667,-8.75020817876673,-11.509001047288,14.509001047288
144,5743.02160800883,19,7.89759898484644,100.777857579523,-7.54332551244851,121.522696206733,1.80921388325734,0.915517800948592,2.72473168420593,-98.7979645225271,-8.79796452252707,-11.522696206733,14.522696206733
145,5752.35579742866,19.5833333333333,7.81957736119309,101.025341583675,-7.44150157983591,121.536802008417,1.77453447402099,0.91507709597944,2.68961157000043,-98.8471904384163,-8.84719043841628,-11.5368020084167,14.5368020084167
146,5761.98699495348,20.1666666666667,7.7411971166684,101.279774123444,-7.33937975724719,121.551332675047,1.73887577876898,0.914658179438461,2.65353395820744,-98.8977987168398,-8.89779871683979,-11.5513326750472,14.5513326750472
147,5771.92576862394,20.75,7.66250277160585,101.540844701639,-7.23710502693115,121.566301942524,1.70223331729344,0.914255087839555,2.61648840513299,-98.949813537391,-8.94981353739104,-11.566301942524,14.566301942524
148,5782.18246319375,21.3333333333333,7.58353960531833,101.808235215864,-7.13482614214299,121.581723044473,1.66459302408262,0.913868409120121,2.57846143320275,-99.0032616112703,-9.00326161127028,-11.581723044473,14.581723044473
149,5792.76719247406,21.9166666666667,7.50435359439852,102.081620353836,-7.03269502285579,121.597608697325,1.62594200633653,0.913499851505622,2.53944185784216,-99.0581668394828,-9.05816683948279,-11.597608697325,14.597608697325
150,5803.68983187573,22.5,7.4249913484912,102.36066802281,-6.9308661274174,121.613971085985,1.58617550178891,0.913157618117335,2.49933311990625,-99.1146379660786,-9.11463796607862,-11.6139710859849,14.6139710859849
151,5814.96001115743,23.0833333333333,7.34550004369125,102.645039812494,-6.82949580403598,121.630821850139,1.54525736336729,0.912836825424837,2.45809418879213,-99.1727276613464,-9.17272766134644,-11.6308218501386,14.6308218501386
152,5826.58710738702,23.6666666666667,7.26592735373486,102.934391490517,-6.72874162630916,121.648172071241,1.50329916180504,0.912534413246043,2.41583357505108,-99.2323384961901,-9.23233849619011,-11.6481720712412,14.6481720712412
153,5838.5802381234,24.25,7.18632137916457,103.228373529208,-6.62876171730006,121.666032260231,1.46030146325222,0.912251104215455,2.37255256746767,-99.2934796927634,-9.29347969276341,-11.6660322602311,14.6660322602311
154,5850.94825482584,24.8333333333333,7.10673057466113,103.526631662118,-6.52971406689643,121.68441234601,1.41625959946995,0.91198774884981,2.32824734831976,-99.3561649976899,-9.35616499768992,-11.6844123460097,14.6844123460097
155,5863.69973649715,25.4166666666667,7.02720367474679,103.828807468418,-6.43175584737259,121.703321664727,1.37115632785389,0.91174681684253,2.28290314469642,-99.4204185200303,-9.42041852003025,-11.7033216647267,14.7033216647267
156,5876.84298356677,26,6.94778961807486,104.134538982964,-6.33504273219576,121.722768949907,1.32492717039598,0.911525457372524,2.23645262776851,-99.4863163221381,-9.48631632213812,-11.7227689499066,14.7227689499066
157,5890.38601201958,26.5833333333333,6.86853747053032,104.443461329546,-6.23972822316872,121.742762323451,1.27744916005154,0.911322760304238,2.18877192035578,-99.5539904030952,-9.55399040309517,-11.7427623234509,14.7427623234509
158,5904.33654777558,27.1666666666667,6.78949634737415,104.755207374565,-6.14596299098955,121.763309287546,1.22889963483708,0.911139105940701,2.14003874077778,-99.6232705467683,-9.62327054676825,-11.763309287546,14.763309287546
159,5918.70202132524,27.75,6.71071533467158,105.069408398079,-6.05389423422641,121.784416717506,1.17926733531441,0.910974693152507,2.09024202846691,-99.6941746890389,-9.69417468903893,-11.7844167175058,14.7844167175058
160,5933.48956262501,28.3333333333333,6.63224341025,105.385694778967,-5.96366506155158,121.806090855573,1.12854923528969,0.910827753613513,2.0393769889032,-99.76671386667,-9.76671386667,-11.8060908555732,14.8060908555732
161,5948.70599625661,28.9166666666667,6.55412936443703,105.703696690732,-5.87541390185768,121.828337305702,1.07673291074346,0.910695639899044,1.9874285506425,-99.8409087550593,-9.84090875505927,-11.8283373057018,14.8283373057018
162,5964.35783685381,29.5,6.47642172083217,106.023044804287,-5.78927394659538,121.851161029336,1.02379940229921,0.910580442792423,1.93437984509163,-99.9167811842448,-9.91678118424478,-11.8511610293364,14.8511610293364
163,5980.45128479938,30.0833333333333,6.39916865736735,106.343370993945,-5.70537262832616,121.874566342207,0.969565691809947,0.910482333137902,1.88004802494785,-99.9945183172588,-9.99451831725882,-11.8745663422067,14.8745663422067
164,5996.99222219478,30.6666666666667,6.32241792791173,106.664309042735,-5.62383113908155,121.898556912144,0.9142313755004,0.910401075511693,1.82463245101209,-100.073924461132,-10.0739244611321,-11.8985569121442,14.8985569121442
165,6013.98620910454,31.25,6.24621678467511,106.985495343108,-5.54476399167644,121.923135757931,0.857798620847594,0.910336470864632,1.76813509171223,-100.155000666219,-10.1550006662187,-11.923135757931,14.923135757931
166,6031.43848007678,31.8333333333333,6.17061190166155,107.306569589105,-5.46827862663651,121.948305249183,0.800266519078294,0.910283650358522,1.71055016943682,-100.237755079746,-10.2377550797463,-11.9483052491832,14.9483052491832
167,6049.35394094089,32.4166666666667,6.09564929942068,107.627175456077,-5.39447506688224,121.974067107269,0.741637735981334,0.910238855070262,1.6518765910516,-100.322190516217,-10.3221905162169,-11.9740671072686,14.9740671072686
168,6067.73716588292,33,6.02137427133876,107.946961264132,-5.32344562177836,122.000422407256,0.681913826177204,0.91020818386971,1.59212201004691,-100.408300397209,-10.4083003972087,-12.0004224072556,15.0004224072556
169,6086.59239479867,33.5833333333333,5.9478313117046,108.265580621647,-5.25527464160517,122.027371580885,0.620906428770428,0.91019154693881,1.53109797570924,-100.496273605176,-10.4962736051761,-12.0273715808854,15.0273715808854
170,6105.92353092433,34.1666666666667,5.87506404577734,108.582693045298,-5.19003832296151,122.054914420556,0.558799163267599,0.910188399703245,1.46898756297084,-100.585926857585,-10.585926857585,-12.0549144205559,15.0549144205559
171,6125.73413874361,34.75,5.80311516207351,108.897964553301,-5.12780456506781,122.083050084304,0.495620210400105,0.910198602017534,1.40581881241764,-100.677231271887,-10.6772312718866,-12.0830500843043,15.0830500843043
172,6146.02744217026,35.3333333333333,5.73202634708033,109.211068228818,-5.06863287641015,122.111777101769,0.43137841815806,0.910221759434378,1.34160017759244,-100.770176924176,-10.7701769241762,-12.1117771017687,15.1117771017687
173,6166.80632300449,35.9166666666667,5.66183822259032,109.521684750726,-5.01257433067159,122.141093381109,0.366085029269837,0.910257273489829,1.27634230275967,-100.864751078349,-10.8647510783489,-12.1410933811086,15.1410933811086
174,6188.07331966106,36.5,5.59259028583966,109.829502889272,-4.9596715704303,122.170996216859,0.299753025460435,0.910293820224884,1.21004684568532,-100.960949371174,-10.9609493711742,-12.1709962168595,15.1709962168595
175,6209.83062616688,37.0833333333333,5.52432085261911,110.134219964476,-4.90995885667536,122.201482298694,0.232259549515894,0.91033797063636,1.14259752015225,-101.058884778542,-11.058884778542,-12.2014822986942,15.2014822986942
176,6232.08009142538,37.6666666666667,5.45706700351169,110.435542265488,-4.86346216181409,122.232547721061,0.16373405310452,0.910392816393633,1.07412686949815,-101.158420851563,-11.158420851563,-12.2325477210612,15.2325477210612
177,6254.82321874462,38.25,5.39086453339651,110.733185429438,-4.82019930351191,122.264187993666,0.0942130930726669,0.910458196942526,1.00467129001519,-101.259516703651,-11.2595167036506,-12.2641879936658,15.2641879936658
178,6278.06116562602,38.8333333333333,5.32574790434206,111.026874778728,-4.78018011642396,122.296398052762,0.0237369655591548,0.91053342886366,0.934270394422815,-101.362127658339,-11.362127658339,-12.2963980527618,15.2963980527618
179,6301.79474380996,39.4166666666667,5.26175020199656,111.316345616057,-4.74340665865539,122.329172273213,-0.0476688787795804,0.910618570168834,0.862949691389253,-101.466222581824,-11.4662225818235,-12.3291722732128,15.3291722732128
180,6326.02441957467,40,5.19890309556596,111.601343476837,-4.70987344961457,122.362504481286,-0.119976611046223,0.910712865761305,0.790736254715082,-101.571768226571,-11.5717682265708,-12.3625044812859,15.3625044812859
181,6350.75031428439,40.5833333333333,5.13723680145405,111.88162433902,-4.67956773580521,122.396387968137,-0.193273592448532,0.910816122254335,0.717542529805803,-101.678845438331,-11.6788454383312,-12.396387968137,15.396387968137
182,6375.97220518257,41.1666666666667,5.07678005062197,112.156954790671,-4.65246978103952,122.430815503943,-0.267400198037836,0.910927902757673,0.643527704719836,-101.787287799223,-11.7872877992229,-12.4308155039428,15.4308155039428
183,6401.68952642595,41.75,5.01756005970774,112.427112155997,-4.62855317753825,122.465779352638,-0.342318376941757,0.911047698744419,0.568729321802661,-101.897050030835,-11.8970500308355,-12.4657793526382,15.4657793526382
184,6427.90137035493,42.3333333333333,4.9596025059299,112.691884580779,-4.60778517441388,122.501271287212,-0.418004749767285,0.911175313887137,0.493170564119852,-102.008100723092,-12.0081007230923,-12.5012712872122,15.5012712872122
185,6454.60648899585,42.9166666666667,4.90293150578303,112.951071078466,-4.59012702010613,122.537282605517,-0.494401485773283,0.911310022840124,0.41690853706684,-102.12037406845,-12.1203740684504,-12.5372826055173,15.5372826055173
186,6481.80329579035,43.5,4.8475695975166,113.204481538442,-4.57553431544951,122.573804146546,-0.571452803579259,0.911451779333202,0.339998975753944,-102.233805170792,-12.2338051707917,-12.5738041465457,15.5738041465457
187,6509.48986754737,44.0833333333333,4.79353772737348,113.451936698172,-4.56395737419599,122.610826307126,-0.649190257623897,0.911599750844712,0.262409493220816,-102.348416813905,-12.348416813905,-12.6108263071258,15.6108263071258
188,6537.66394661291,44.6666666666667,4.74085523954911,113.693268081133,-4.55534158798734,122.648339058992,-0.727461436141658,0.911753935589621,0.184292499447963,-102.464046559544,-12.4640465595435,-12.6483390589915,15.6483390589915
189,6566.32294325277,45.25,4.68953986981811,113.928317902605,-4.5496277929666,122.686331966178,-0.80620704411164,0.911913517891418,0.105706473779778,-102.580625492398,-12.5806254923985,-12.6863319661783,15.6863319661783
190,6595.46393824377,45.8333333333333,4.63960774276124,114.156938945512,-4.54675263542893,122.724794202699,-0.88536233162778,0.912078415623966,0.0267160839961859,-102.698078118702,-12.6980781187023,-12.7247942026985,15.7247942026985
191,6625.08368566844,46.4166666666667,4.59107337251315,114.378994408589,-4.54664893413854,122.763714570451,-0.964859218696392,0.912247973504533,-0.0526112451918589,-102.816325815643,-12.8163258156427,-12.7637145704508,15.7637145704508
192,6655.17861590874,47,4.54394966693868,114.594357729248,-4.54924603717153,122.803081517317,-1.0446267516534,0.912421878929977,-0.132204872723418,-102.935286390041,-12.9352863900407,-12.8030815173173,15.8030815173173
193,6685.74483883402,47.5833333333333,4.49824793513477,114.802912383534,-4.55447017138127,122.842883155405,-1.12460821747392,0.912599807136143,-0.212008410337774,-103.054891565742,-13.0548915657424,-12.8428831554046,15.8428831554046
194,6716.77814717879,48.1666666666667,4.45397789814456,115.004551665579,-4.56224478282166,122.883107279385,-1.20469579993527,0.91278103189069,-0.29191476804458,-103.175022047429,-13.1750220474294,-12.8831072793849,15.8831072793849
195,6748.27402010559,48.75,4.41114770276096,115.199178448945,-4.57249086669785,122.923741384894,-1.28478258606019,0.912965764308305,-0.371816821751882,-103.295558206646,-13.295558206646,-12.9237413848941,15.9237413848941
196,6780.22762694884,49.3333333333333,4.36976393828864,115.386704932252,-4.58512728564112,122.964772686947,-1.36478005852458,0.913153018091191,-0.451627040433386,-103.416399727381,-13.4163997273807,-12.9647726869473,15.9647726869473
197,6812.63383113509,49.9166666666667,4.32983165612594,115.567052371369,-4.60007107532456,123.00618813833,-1.44459544857703,0.913342654363902,-0.531252794213125,-103.537440932543,-13.5374409325428,-13.0061881383297,16.0061881383297
198,6845.48719427555,50.5,4.29135439202201,115.74015080043,-4.61723773664449,123.047974447927,-1.52412851683461,0.913534456212709,-0.610594060621898,-103.658568508549,-13.6585685085491,-13.0479744479272,16.0479744479272
199,6878.78198042676,51.0833333333333,4.25433419085897,115.905938743848,-4.63654151388645,123.090118098958,-1.60323582236951,0.913727692296577,-0.689508130072936,-103.779626229031,-13.7796262290307,-13.0901180989578,16.0901180989578
200,6912.5121605154,51.6666666666667,4.21877163380441,116.064362921356,-4.65789565847659,123.13260536707,-1.6818215601536,0.913922253720657,-0.767899306432941,-103.900504673503,-13.9005046735034,-13.1326053670705,16.1326053670705
201,6946.67141692319,52.25,4.18466586767637,116.215377948068,-4.68121267808563,123.175422338278,-1.75978462455587,0.914117897641685,-0.845666726914185,-104.021089065192,-14.0210890651921,-13.1754223382779,16.1754223382779
202,6981.25314822823,52.8333333333333,4.15201463636013,116.358946031362,-4.7064045710025,123.218554926691,-1.83700052709076,0.914313951118426,-0.922686575972335,-104.141241502664,-14.1412415026636,-13.2185549266912,16.2185549266912
203,7016.25047409895,53.4166666666667,4.12081431411468,116.495036666339,-4.73338304583008,123.261988892028,-1.91335746233541,0.914510089530374,-0.998847372805032,-104.260836264833,-14.2608362648334,-13.2619888920284,16.2619888920284
204,7051.65624033698,54,4.09105994060609,116.62362633142,-4.76205972667498,123.305709856868,-1.98873445830889,0.914706508002973,-1.07402795030592,-104.379737807174,-14.3797378071738,-13.3057098568678,16.3057098568678
205,7087.46302406563,54.5833333333333,4.06274525750498,116.744698185562,-4.79234634410695,123.349703323622,-2.06286568451872,0.91490239656975,-1.14796328794897,-104.497666611571,-14.4976666115709,-13.3497033236219,16.3497033236219
206,7123.66313906027,55.1666666666667,4.03586274648621,116.858241768428,-4.82415491225241,123.393954691207,-2.13573404203516,0.915097433176139,-1.22063660885903,-104.614591300066,-14.6145913000659,-13.3939546912069,16.3939546912069
207,7160.24864121744,55.75,4.01040366847048,116.964252704713,-4.85739789246247,123.438449271387,-2.20721467870214,0.915291323747995,-1.29192335495415,-104.730372626341,-14.7303726263415,-13.4384492713873,16.4384492713873
208,7197.21133415933,56.3333333333333,3.98635810395021,117.062732413718,-4.89198834405657,123.483172304775,-2.27717351061099,0.915484076960345,-1.36168943365064,-104.844861738425,-14.8448617384255,-13.4831723047749,16.4831723047749
209,7234.54277497043,56.9166666666667,3.96371499424436,117.153687825127,-4.92784006269189,123.528108976464,-2.34548705443789,0.915675269962547,-1.42981178447534,-104.95792076094,-14.9579207609397,-13.5281089764643,16.5281089764643
210,7272.23428006317,57.5,3.9424621835312,117.237131101828,-4.96486770694755,123.57324443129,-2.4120306558151,0.915864467515416,-1.49616618829968,-105.06941061959,-15.0694106195895,-13.5732444312899,16.5732444312899
211,7310.27693116952,58.0833333333333,3.92258646151148,117.313079370523,-5.00298691373802,123.618563788688,-2.47642790440373,0.916049573338257,-1.56037833106548,-105.178942119753,-15.1789421197534,-13.6185637886879,16.6185637886879
212,7348.66158145536,58.6666666666667,3.90407360655937,117.381554460733,-5.04211440318898,123.664052157154,-2.53877089965218,0.916209863821041,-1.62256103583114,-105.286613192985,-15.2866131929851,-13.664052157154,16.664052157154
213,7387.3788617548,59.25,3.88690842922346,117.442582652717,-5.08216807361758,123.709694648283,-2.59893442716159,0.916366621490103,-1.68256780567149,-105.392262453954,-15.3922624539542,-13.7096946482827,16.7096946482827
214,7426.41918692123,59.8333333333333,3.87107481594536,117.496194434752,-5.12306708726028,123.755476390382,-2.65679654473473,0.91651968818062,-1.74027685655411,-105.495753246936,-15.4957532469362,-13.7554763903821,16.7554763903821
215,7465.77276229227,60.4166666666667,3.85655577286938,117.542424270082,-5.16473194738685,123.801382541655,-2.71224541815202,0.916669162132984,-1.79557625601904,-105.596958797674,-15.5969587976738,-13.8013825416548,16.8013825416548
216,7505.4295902656,61,3.84333346962226,117.581310373801,-5.20708456742824,123.84739830294,-2.7651717139585,0.916814648992546,-1.84835706496595,-105.695755367906,-15.6957553679056,-13.8473983029397,16.8473983029397
217,7545.37947698271,61.5833333333333,3.83138928294875,117.612894499845,-5.25004833273035,123.893508930011,-2.81513879278788,0.916955993288961,-1.89818279949891,-105.79169172951,-15.79169172951,-13.8935089300111,16.8935089300111
218,7585.61203911756,62.1666666666667,3.8207038400944,117.637221738201,-5.29354815552635,123.93969974543,-2.86236233227979,0.917093069343895,-1.94526926293589,-105.884969008366,-15.8849690083663,-13.9396997454304,16.9396997454304
219,7626.11671076715,62.75,3.81125706183406,117.654340322364,-5.33751052369734,123.985956149951,-2.90674851967786,0.917225759363353,-1.9895227603145,-105.975478910266,-15.9754789102656,-13.9859561499511,16.9859561499511
220,7666.88275044101,63.3333333333333,3.80302820505065,117.664301447035,-5.38186354386533,124.032263633474,-2.9482143440796,0.917353953096509,-2.0308603909831,-106.063124024457,-16.0631240244574,-14.0322636334743,17.0322636334743
221,7707.8992481465,63.9166666666667,3.7959959047756,117.667159095988,-5.42653697933539,124.078607785558,-2.98669254178467,0.917477547501623,-2.06921499428305,-106.147822779841,-16.1478227798409,-14.0786077855578,17.0786077855578
222,7749.15513256685,64.5,3.79013821560877,117.662969879995,-5.4714622833744,124.124974305479,-3.02211624263562,0.917596446420755,-2.10451979621486,-106.229494101694,-16.2294941016943,-14.1249743054794,17.1249743054794
223,7790.63917832876,65.0833333333334,3.78543265244232,117.651792884646,-5.51657262828415,124.171349011858,-3.05406288275724,0.917700196190995,-2.13636268656625,-106.307711698424,-16.3077116984244,-14.1713490118582,17.1713490118582
224,7832.3400133563,65.6666666666667,3.78185623041938,117.63368952788,-5.56180293069491,124.217717851837,-3.08285495966623,0.917781202619398,-2.16507375704683,-106.382791608884,-16.3827916088841,-14.2177178518373,17.2177178518373
225,7874.24612630801,66.25,3.77938550406478,117.608723426999,-5.60708987347637,124.264066909834,-3.10846607223654,0.91785732718878,-2.19060874504776,-106.454675654882,-16.4546756548819,-14.2640669098341,17.2640669098341
226,7916.34587409361,66.8333333333333,3.77799660553141,117.57696027492,-5.6523719246302,124.310382415862,-3.13088399440216,0.917928575286618,-2.21295541911554,-106.523337834978,-16.523337834978,-14.3103824158624,17.3103824158624
227,7958.62748946712,67.4166666666667,3.77766528191165,117.53846772538,-5.69758935349836,124.356650753434,-3.15009682932357,0.917994955802165,-2.2321018735214,-106.588752626955,-16.5887526269552,-14.3566507534338,17.3566507534338
228,8001.0790886928,68,3.77836693156968,117.493315286816,-5.74268424459283,124.402858467046,-3.16611488606411,0.918056534833483,-2.24805835123063,-106.650916818277,-16.6509168182766,-14.402858467046,17.402858467046
229,8043.6886792804,68.5833333333333,3.78007663945568,117.441574224609,-5.78760050932063,124.448992269265,-3.17857988468564,0.91811364887256,-2.26046623581308,-106.709458505078,-16.7094585050781,-14.448992269265,17.448992269265
230,8086.44416778596,69.1666666666667,3.78276921136896,117.383317471356,-5.832283895851,124.49503904741,-3.18790612596239,0.918166013638839,-2.26974011232355,-106.764779159734,-16.7647791597338,-14.4950390474102,17.4950390474102
231,8129.33336767458,69.75,3.78641920714207,117.318619544854,-5.87668199734506,124.540985869851,-3.19413718005655,0.9182136508489,-2.27592352920765,-106.816909399059,-16.8169093990591,-14.5409858698515,17.5409858698515
232,8172.34400724124,70.3333333333333,3.79100097272322,117.247556473462,-5.92074425873974,124.586819991927,-3.19732642837164,0.918256583688351,-2.27906984468328,-106.86588983661,-16.86588983661,-14.5868199919267,17.5868199919267
233,8215.4637375858,70.9166666666667,3.79648867113904,117.170205728467,-5.96442198225377,124.632528861491,-3.1975356327686,0.918294836513988,-2.27924079625462,-106.911769657746,-16.911769657746,-14.6325288614914,17.6325288614914
234,8258.68014063815,71.5,3.8028563123246,117.086646163145,-6.0076683317601,124.678100124108,-3.19484989532741,0.918323891369467,-2.27652600395795,-106.954626128066,-16.954626128066,-14.6781001241081,17.6781001241081
235,8301.98073722948,72.0833333333333,3.81007778181161,116.996957958143,-6.050438336145,124.723521627888,-3.18901426317601,0.918327740733442,-2.27068652244257,-106.994208150331,-16.994208150331,-14.7235216278884,17.7235216278884
236,8345.35299520543,72.6666666666667,3.81812686827019,116.901222572831,-6.09268889175277,124.768781427996,-3.1804727421497,0.918328504390718,-2.26214423775898,-107.030925665755,-17.0309256657552,-14.7687814279962,17.7687814279962
237,8388.78433757698,73.25,3.82697728990331,116.799522702301,-6.13437876399576,124.813867790824,-3.16932441630252,0.918325488284129,-2.25099892801839,-107.064866718843,-17.0648667188427,-14.8138677908243,17.8138677908243
238,8432.26215070451,73.8333333333333,3.8366027196966,116.691942239641,-6.17546858818848,124.858769197855,-3.15568170672894,0.91831876736475,-2.23736293936419,-107.096132137219,-17.0961321372187,-14.8587691978545,17.8587691978545
239,8475.77379251094,74.4166666666667,3.8469768095297,116.578566243145,-6.21592086964727,124.903474349213,-3.13965130965039,0.918308413050982,-2.22134289659941,-107.124817245812,-17.1248172458122,-14.9034743492128,17.9034743492128
240,8519.30660071904,75,3.85807321315843,116.813703971131,-6.25340193324454,124.94797216693,-3.12136019027481,0.918524631856127,-2.20283555841869,-107.150807725349,-17.1508077253491,-14.9479721669304,17.9479721669304
